educations-end_date,educations-field_of_study,educations-school-name,positions-is-current,num-connections,industry-specialization
31/12/2012,4,MINDANAO STATE UNIVERSITY,1,2,4
31/12/2008,4,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,1,15
31/12/1974,0,UNIVERSITY OF SAN CARLOS,0,44,1
31/12/1982,16,DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY,1,2,1
31/12/2006,16,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,0,47,14
31/12/2010,16,PASIG CATHOLIC COLLEGE,1,500+,1
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,27,5
31/12/2005,4,LAGUNA STATE POLYTECHNIC COLLEGE,0,38,4
31/12/2011,1,SOUTH WESTERN UNIVERSITY,0,205,8
31/12/2005,4,AMA UNIVERSITY,0,6,4
31/12/2010,4,UNIVERSITY OF THE PHILIPPINES,1,6,4
31/12/2006,0,UNIVERSITY OF SAN AGUSTÍN,0,15,4
31/12/2011,8,ST. MICHAEL'S COLLEGE OF ILIGAN,1,2,10
31/12/1993,4,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,26,0
31/12/2011,10,TRINITY UNIVERSITY OF ASIA,0,1,10
31/12/1998,16,SAN AGUSTIN INSTITUTE OF TECHNOLOGY,0,0,3
31/12/2006,6,BULACAN STATE UNIVERSITY,0,47,4
31/12/2005,1,GOLDEN GATE COLLEGES,0,0,7
31/12/2000,16,ATENEO DE MANILA UNIVERSITY,0,10,0
31/12/2008,4,GORDON COLLEGE,1,8,4
31/12/2001,16,DE LA SALLE UNIVERSITY,1,11,0
31/12/1996,7,UNIVERSITY OF PERPETUAL HELP - LAGUNA,0,2,7
31/12/2007,16,NEMCO,0,0,4
31/12/2010,8,BOHOL ISLAND STATE UNIVERSITY,0,4,8
31/12/2009,4,MERALCO FOUNDATION INSTITUTE,0,53,16
31/12/2004,16,TRINITY UNIVERSITY OF ASIA,0,28,0
31/12/2011,16,ASIAN INSTITUTE OF MANAGEMENT,0,375,16
31/12/1985,11,UNIVERSITY OF THE PHILIPPINES,1,12,16
31/12/1993,1,ATENEO DE MANILA UNIVERSITY,0,77,1
31/12/2010,4,STI COLLEGE GLOBAL,1,4,15
31/12/2005,6,"CENTRAL VISAYAS STATE COLLEGE OF AGRICULTURE, FORESTRY & TECHNOLOGY - TCC",0,3,6
31/12/2010,4,FEU - EAST ASIA COLLEGE,1,3,4
31/12/2009,16,SOUTHERN LUZON STATE UNIVERSITY,0,0,0
31/12/2003,2,UNIVERSITY OF THE PHILIPPINES,0,368,16
31/12/1974,16,"FAR EASTERN UNIVERSITY, INSTITUTE OF ACCOUNTS, BUSINESS & FINANCE",1,5,0
31/12/2005,4,MAPUA INSTITUTE OF TECHNOLOGY,0,394,10
31/12/2004,2,UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA,0,3,4
31/12/2000,16,CENTRO ESCOLAR UNIVERSITY,0,0,16
31/12/2006,10,UNIVERSITY OF ASIA AND THE PACIFIC,0,96,10
31/12/2008,16,CENTRAL PHILIPPINE ADVENTIS COLLEGE,0,21,15
31/12/2008,16,SAINT COLUMBAN COLLEGE,0,18,16
31/12/2004,16,UNIVERSITY OF MAKATI,1,1,4
31/12/2013,11,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,0,55,5
31/12/1997,6,MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,9,6
31/12/2007,16,SYSTEMS TECHNOLOGY INSTITUTE,0,1,4
31/12/2006,4,UNIVERSITY OF THE EAST,0,0,4
31/12/2004,4,MINDANAO STATE UNIVERSITY,0,55,4
31/12/2006,16,MINDANAO STATE UNIVERSITY - ILIGAN INSTITUTE OF TECHNOLOGY,1,0,16
31/12/2010,2,PHOENIX ONE KNOWLEDGE INSTITUTE,0,12,2
31/12/2001,16,ADVENTIST UNIVERSITY OF THE PHILIPPINES,0,15,16
31/12/1994,16,CENTRAL COLLEGES OF THE PHILIPPINES,0,3,7
31/12/2003,16,DR. FILEMON C. AGUILAR MEMORIAL COLLEGE,0,1,8
31/12/1988,1,PRIVATE SCHOOL,1,1,16
31/12/2011,4,TESDA,0,3,6
31/12/2005,4,AMA UNIVERSITY,0,1,4
31/12/1997,5,BOSTON COLLEGE,0,26,5
31/12/2001,7,FAR EASTERN UNIVERSITY,0,2,7
31/12/2015,14,DE LA SALLE UNIVERSITY,0,360,1
31/12/2002,16,OUR LADY OF FATIMA UNIVERSITY,0,59,15
31/12/1977,16,FEATI UNIVERSITY,0,51,15
31/12/1995,14,ATENEO DE MANILA UNIVERSITY,0,3,14
31/12/1998,4,MAPUA INSTITUTE OF TECHNOLOGY,0,126,4
31/12/2006,4,UNIVERSITY OF THE PHILIPPINES,1,1,4
31/12/2006,16,DIVINE WORD COLLEGE OF CALAPAN,0,131,16
31/12/1993,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,34,8
31/12/2004,4,UNIVERSITY OF SAINT LA SALLE,1,9,5
31/12/1981,0,UNIVERSITY OF THE EAST,1,0,1
31/12/2009,4,UNIVERSITY OF THE PHILIPPINES,0,42,4
31/12/1977,16,FAR EASTERN UNIVERSITY,1,1,3
31/12/2006,6,UNIVERSITY OF SAN JOSE - RECOLETOS,0,3,16
31/12/2008,16,NATIONAL SUN YAT-SEN UNIVERSITY,0,0,16
31/12/2008,16,TESDA TRAINING CENTER,0,0,8
31/12/2013,16,"BROKENSHIRE COLLEGE SOCKSARGEN,INS.",0,8,7
31/12/1993,16,XAVIER UNIVERSITY (PH),0,48,16
31/12/2003,4,CAGAYAN DE ORO COLLEGE,0,28,4
31/12/1997,16,MSU-ILIGAN INSTITUTE OF TECHNOLOGY,0,0,0
31/12/1999,2,DE LA SALLE UNIVERSITY - COLLEGE OF SAINT BENILDE,0,82,16
31/12/2000,16,TECHNISCHE UNIVERSITÄT BERLIN,0,1,4
31/12/2009,7,OUR LADY OF FATIMA UNIVERSITY,0,65,16
31/12/2006,16,SILLIMAN UNIVERSITY,0,14,16
31/12/2013,11,UNIVERSITY OF THE PHILIPPINES LOS BAÑOS,0,7,11
31/12/2005,16,UNIVERSITY OF SAN CARLOS,0,239,16
31/12/2005,0,MINDANAO STATE UNIVERSITY,1,3,0
31/12/2001,4,DIVINE WORD COLLEGE OF LAOAG,0,14,4
31/12/2004,16,DIVINE WORD COLLEGE OF LAOAG,0,21,4
31/12/1988,6,DE LA SALLE UNIVERSITY,1,2,1
31/12/2007,0,UNIVERSITY OF THE EAST,0,311,0
31/12/2006,4,ASIAN INSTITUTE OF COMPUTER TECHNOLOGY,0,500+,0
31/12/2004,16,SOUTHWESTERN UNIVERSITY (PH),1,9,11
31/12/2009,11,UNIVERSITY OF SANTO TOMAS,1,18,0
31/12/2005,16,UNIVERSITY OF THE EAST,0,83,16
31/12/2009,16,MANPOWER,0,3,16
31/12/2012,5,MAPUA INSTITUTE OF TECHNOLOGY,0,2,5
31/12/2005,16,UNIVERSITY OF SANTO TOMAS,0,40,4
31/12/2006,16,DIVINE WORD COLLEGE OF SAN JOSE,0,2,0
31/12/2013,5,LONGLONG ELEMENTARY SCHOOL,1,0,5
31/12/2002,6,RIZAL TECHNOLOGICAL UNIVERSITY,1,0,16
31/12/2003,16,BATANGAS STATE UNIVERSITY,0,15,3
31/12/2000,16,"CVSCAFT,TAGBILARAN CITY,BOHOL",0,1,6
31/12/2011,4,UNIVERSITY OF THE PHILIPPINES,0,22,4
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,1,0,4
31/12/1990,16,DON BOSCO TECHNICAL COLLEGE,0,15,16
31/12/2007,6,RIZAL TECHNOLOGICAL UNIVERSITY,0,38,16
31/12/2006,16,UNIVERSITY OF MAKATI,0,3,16
31/12/2003,7,UNIVERSITY OF SAN AGUSTIN,0,1,7
31/12/2010,16,MINDANAO STATE UNIVERSITY,1,1,16
31/12/2011,1,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,3,1
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,70,16
31/12/2002,16,UNIVERSITY OF SANTO TOMAS,0,267,4
31/12/2004,4,STI - KALENTONG,0,248,4
31/12/2010,16,"UP DILIMAN, LINGUISTICS DEPARTMENT",0,241,16
31/12/2008,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,19,10
31/12/2000,16,ATENEO DE DAVAO UNIVERSITY,0,35,7
31/12/2010,7,MINDANAO STATE UNIVERSITY,1,0,7
31/12/1979,16,MAPUA INSTITUTE OF TECHNOLOGY,0,13,3
31/12/2009,5,"KITFI, COLLEGE DEPARTMENT",1,1,16
31/12/1979,14,PMI COLLEGES,0,2,16
31/12/2003,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,1,0,0
31/12/1987,16,CENTRO ESCOLAR UNIVERSITY/ST. DOMINIC SAVIO COLLEGE,1,0,7
31/12/2006,4,NWSSU,0,10,4
31/12/2002,10,FAR EASTERN UNIVERSITY,0,103,9
31/12/2005,4,SAINT LOUIS UNIVERSITY (PH),0,123,4
31/12/1981,2,XAVIER UNIVERSITY (PH),0,4,15
31/12/2010,14,PHILIPPINE LAW SCHOOL,0,3,3
31/12/2001,1,LICEO DE CAGAYAN UNIVERSITY,0,29,4
31/12/2004,16,DAVAO ORIENTAL STATE COLLEGE OF SCIENCE AND TECHNOLOGY,0,0,16
31/12/1994,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,41,16
31/12/2006,4,CAPIZ STATE UNIVERSITY,0,1,4
31/12/2012,10,DE LA SALLE UNIVERSITY,0,61,10
31/12/1994,16,ZAMBOANGA STATE COLLEGE OF MARINE SCIENCES & TECHNOLOGY,0,6,16
31/12/2009,10,DE LA SALLE UNIVERSITY-DASMARIÑAS,0,12,10
31/12/1999,2,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,4,6
31/12/2011,14,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,18,16
31/12/2004,16,UNIVERSITY OF NEW SOUTH WALES,0,500+,0
31/12/2006,6,SAINT LOUIS UNIVERSITY (PH),0,3,9
31/12/2007,5,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,0,4
31/12/1998,16,RIZAL TECHNOLOGICAL UNIVERSITY,0,0,9
31/12/2006,1,EMILIO AGUINALDO COLLEGE-DELA SALLE,0,12,5
31/12/2004,8,CENTRO ESCOLAR UNIVERSITY,0,3,8
31/12/2004,0,UNIVERSITY OF SAINT LOUIS TUGUEGARAO,0,7,0
31/12/2007,16,CENTRO ESCOLAR UNIVERSITY,1,0,14
31/12/2010,16,CRIMINAL JUSTICE COLLEGE INC.,1,3,16
31/12/2000,16,RIZAL TECHNOLOGICAL UNIVERSITY,0,3,6
31/12/2007,4,MAPUA INSTITUTE OF TECHNOLOGY,0,29,4
31/12/2008,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,104,16
31/12/1984,16,UNIVERSITY OF THE PHILIPPINES,1,5,8
31/12/1999,16,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,0,6,0
31/12/2010,16,"ST. SCHOLASTICA'S COLLEGE, MANILA",0,170,16
31/12/2003,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES - CAVITE,0,0,15
31/12/1997,16,PAMANTASAN NG LUNGSOD NG PASAY,1,0,7
31/12/1999,16,DE LA SALLE UNIVERSITY,0,88,4
31/12/2007,16,CAPITOL UNIVERSITY,1,2,7
31/12/2005,6,CENTRAL MINDANAO UNIVERSITY,0,6,6
31/12/1999,16,ST. PAUL COLLEGE OF QUEZON CITY,0,24,12
31/12/2000,14,UNIVERSITY OF THE PHILIPPINES,1,1,1
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES OPEN UNIVERSITY,0,94,16
31/12/2010,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,183,16
31/12/2005,4,MAPUA INSTITUTE OF TECHNOLOGY,0,124,4
31/12/2011,16,ATENEO DE MANILA UNIVERSITY,1,1,16
31/12/2010,7,UNIVERSITY OF THE EAST,0,1,5
31/12/2009,16,DE LA SALLE UNIVERSITY,0,23,0
31/12/2008,5,CEBU NORMAL UNIVERSITY,0,0,16
31/12/2009,7,UNIVERSITY OF SAN AGUSTIN - ILOILO,0,12,7
31/12/2000,16,PANGASINAN STATE UNIVERSITY,1,2,3
31/12/2012,1,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,0,9,8
31/12/2012,0,ATENEO DE MANILA UNIVERSITY,0,102,0
31/12/2004,0,COLEGIO DE DAGUPAN,0,374,0
31/12/2011,4,FEU - EAST ASIA COLLEGE,0,31,4
31/12/2000,4,ADAMSON UNIVERSITY,0,28,4
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,30,14
31/12/2011,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,1,0
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,102,11
31/12/2009,16,UNIVERSITY OF SANTO TOMAS,1,4,0
31/12/2009,16,UNIVERSITY OF MINDANAO,0,2,15
31/12/1994,16,PABLO BORBON MEMORIAL INSTITUTE OF TECHNOLOGY,0,27,16
31/12/2009,1,MICROSOFT ONLINE,0,131,4
31/12/2002,5,UNIVERSITY OF THE PHILIPPINES,0,49,16
31/12/2004,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,4,16
31/12/2010,2,INTERNATIONAL ACADEMY OF FILM AND TELEVISION,0,7,4
31/12/2005,4,DON BOSCO TECHNICAL COLLEGE,0,243,16
31/12/2008,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,25,8
31/12/2008,1,UNIVERSITY OF THE EAST,0,26,4
31/12/2010,16,MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,4,16
31/12/2011,6,MINDANAO STATE UNIVERSITY - ILIGAN INSTITUTE OF TECHNOLOGY,0,5,3
31/12/2008,6,MINDANAO STATE UNIVERSITY,0,7,6
31/12/2014,1,XAVIER UNIVERSITY (PH),1,0,14
31/12/2013,1,UNIVERSITY OF MINDANAO,0,0,1
31/12/1996,16,UNIVERSITY OF SAINT LA SALLE,0,51,16
31/12/1995,6,DE LA SALLE UNIVERSITY,0,31,16
31/12/2010,16,UNIVERSITY OF SANTO TOMAS,0,96,0
31/12/2006,16,UB,0,23,4
31/12/2001,2,MIRIAM COLLEGE,0,500+,1
31/12/2011,4,CATANDUANES COLLEGES,0,5,2
31/12/2011,5,PAMANTASAN NG LUNGSOD NG VALENZUELA,0,6,16
31/12/2008,16,MATS COLLEGE OF TECHNOLOGY,0,0,16
31/12/2007,4,ADAMSON UNIVERSITY,0,102,4
31/12/2012,10,DE LA SALLE UNIVERSITY,0,15,10
31/12/2008,8,UNIVERSITY OF SANTO TOMAS,0,22,8
31/12/2003,16,DE LA SALLE LIPA,0,10,0
31/12/2002,4,AMA UNIVERSITY,0,14,16
31/12/1999,16,INSTITUTE OF CONSECRATED LIFE FOR ASIA,0,3,16
31/12/2003,0,SAINT PAUL’S BUSINESS SCHOOL,0,32,0
31/12/2006,16,LA CONSOLACION COLLEGE - BACOLOD CITY,0,24,0
31/12/2006,4,BULACAN STATE UNIVERSITY,0,5,16
31/12/2002,4,AMA UNIVERSITY,0,9,16
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,28,7
31/12/1984,16,UNIVERSITY OF NUEVA CACERES,0,12,3
31/12/2003,1,PAMANTASAN NG LUNGSOD NG MAYNILA,0,11,0
31/12/2002,4,OUR LADY OF FATIMA UNIVERSITY,0,10,4
31/12/1992,16,PHILIPINE MERCHANT MARINE SCHOOL,0,3,16
31/12/1994,14,UNIVERSITY OF SAN CARLOS,0,10,14
31/12/2003,8,THE PHILIPPINE WOMEN'S UNIVERSITY,0,67,8
31/12/1994,4,INTERNATIONAL ELECTRONICS AND TECHNICAL INSTITUTE,0,14,16
31/12/1998,2,"NANYANG POLYTECHNIC SCHOOL OF INFORMATION TECHNOLOGY, SINGAPORE",0,15,2
31/12/2000,11,UNIVERSITY OF THE PHILIPPINES,0,77,16
31/12/1983,0,UNIVERSITY OF SANTO TOMAS,0,78,16
31/12/2005,2,ADAMSON UNIVERSITY,0,66,4
31/12/2005,16,UNIVERSITY OF THE EAST,0,8,4
31/12/1995,4,ATENEO DE MANILA UNIVERSITY,0,5,4
31/12/1986,16,DE LA SALLE UNIVERSITY,0,101,1
31/12/1990,6,PAMANTASAN NG LUNGSOD NG MAYNILA,0,3,4
31/12/1997,10,ST. PAUL COLLEGE OF MANILA,0,16,16
31/12/2002,16,ATENEO DE MANILA UNIVERSITY,0,23,16
31/12/1997,0,FORDHAM UNIVERSITY - GRADUATE SCHOOL OF BUSINESS ADMINISTRATION,0,318,0
31/12/1982,6,UNIVERSITY OF THE EAST,0,172,4
31/12/2004,16,CAGAYAN DE ORO COLLEGE PHENMA EDUCATION NETWORK,0,0,16
31/12/2006,16,UNIVERSITY OF NEWCASTLE,0,3,0
31/12/2014,16,ATENEO GRADUATE SCHOOL OF BUSINESS,1,32,16
31/12/1988,6,SILLIMAN UNIVERSITY,0,4,4
31/12/2014,16,UNIVERSITY OF THE PHILIPPINES DILIMAN,0,194,15
31/12/2010,7,UNIVERDITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER INC. (UERMMMCI),1,4,7
31/12/2004,6,RIZAL TECHNOLOGICAL UNIVERSITY,1,1,16
31/12/2004,0,UNIVERSITY OF MINDANAO,0,2,0
31/12/1999,4,INFORMATICS HK,0,1,15
31/12/2004,16,UNIVERSITY OF THE PHILIPPINES,0,0,0
31/12/2011,16,ST. PATRICK COLLEGE,1,8,7
31/12/2004,16,LYCEUM INTERNATIONAL MARITIME ACADEMY,0,6,16
31/12/2003,6,UNIVERSITY OF BATANGAS,0,106,16
31/12/1997,4,THE NATIONAL TEACHERS COLLEGE,1,1,5
31/12/2009,4,DE LA SALLE UNIVERSITY,0,2,4
31/12/2007,16,PHILIPPINE CHRISTIAN UNIVERSITY,1,5,5
31/12/2013,16,BATAAN PENINSULA STATE UNIVERSITY,0,0,16
31/12/1976,6,"MAPUA INSTITUTE OF TECHNOLOGY, MANILA, PHILIPPINES",0,60,6
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,39,5
31/12/1995,16,ARELLANO UNIVERSITY,0,12,15
31/12/2007,4,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,0,47,4
31/12/2007,16,SAN PEDRO COLLEGE,0,6,16
31/12/2006,4,MAPUA INSTITUTE OF TECHNOLOGY,0,113,4
31/12/1997,16,AMA UNIVERSITY,0,0,4
31/12/2011,16,DE LA SALLE UNIVERSITY,0,118,10
31/12/2013,16,CENTER FOR INDUSTRIAL TECHNOLOGY AND ENTERPRISE,0,31,4
31/12/1998,6,VIRGIN MILAGROSA UNIVERSITY FOUNDATION,0,10,9
31/12/2011,10,DE LA SALLE UNIVERSITY,0,20,0
31/12/2008,4,DE LA SALLE UNIVERSITY,0,30,4
31/12/2006,16,NEGROS ORIENTAL STATE UNIVERSITY,0,1,16
31/12/1989,16,BALIUAG UNIVERSITY,0,1,5
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES,0,216,12
31/12/1997,14,MINDANAO STATE UNIVERSITY,0,3,16
31/12/2004,2,UNIVERSITY OF THE PHILIPPINES,0,8,12
31/12/2008,4,RIZAL TECHNOLOGICAL UNIVERSITY,0,13,4
31/12/2006,16,STI COLLEGE ZAMBOANGA,0,176,4
31/12/1983,16,AQUINAS UNIVERSITY-LEGASPI CITY,0,15,3
31/12/2005,7,WORLD CITI COLLEGES,0,5,7
31/12/1978,0,UNIVERSITY OF THE EAST - MANILA,0,15,16
31/12/2004,0,FAR EASTERN UNIVERSITY,0,14,0
31/12/2008,1,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,2,7
31/12/2006,2,ASSUMPTION COLLEGE SAN LORENZO MAKATI,0,0,14
31/12/2005,6,BATANGAS STATE UNIVERSITY,0,5,15
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,33,2
31/12/2003,16,FAR EASTERN UNIVERSITY,0,44,15
31/12/1981,3,SAINT LOUIS UNIVERSITY (PH),0,49,3
31/12/1979,9,SILLIMAN UNIVERSITY,0,1,16
31/12/2001,16,STI COLLEGE - CUBAO QC,0,90,16
31/12/2007,4,UNIVERSITY OF THE PHILIPPINES,1,12,4
31/12/1979,1,UNIVERSITY OF THE EAST,0,1,16
31/12/1979,6,UNIVERSITY OF THE EAST,0,1,15
31/12/2002,16,MAPUA INSTITUTE OF TECHNOLOGY,0,4,16
31/12/2008,0,SAN PEDRO COLLEGE OF BUSINESS ADMINISTRATION,1,0,16
31/12/1994,16,UNIVERSITY OF SANTO TOMAS,1,42,6
31/12/1997,16,ATENEO DE MANILA UNIVERSITY,0,26,0
31/12/1988,16,COLUMBIA UNIVERSITY,0,207,7
31/12/2000,6,DON BOSCO TECHNICAL COLLEGE,0,327,1
31/12/2010,4,AMA COMPUTER LEARNING CENTER,0,11,16
31/12/1999,4,UNIVERSITY OF ST. LA SALLE - BACOLOD,0,99,15
31/12/1998,14,UNIVERSITY OF THE PHILIPPINES,0,196,14
31/12/2009,0,UNIVERSITY OF BATANGAS,0,4,0
31/12/2006,6,AMA UNIVERSITY,0,500+,4
31/12/2012,16,UNIVERSITY OF MINDANAO,1,0,11
31/12/2009,6,AMA COMPUTER COLLEGE,0,0,9
31/12/2014,4,UNIVERSITY OF SAN CARLOS,1,27,4
31/12/2010,4,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,1,11,4
31/12/2009,16,ATENEO DE NAGA UNIVERSITY,0,1,0
31/12/2010,16,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,1,5
31/12/2007,1,UNIVERSITY OF SAN CARLOS,0,22,10
31/12/2013,16,UNIVERSITY OF THE PHILIPPINES,0,48,0
31/12/2000,4,ADAMSON UNIVERSITY,0,1,16
31/12/2005,16,UNIVERSITY OF THE PHILIPPINES,0,95,16
31/12/2012,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,89,4
31/12/1983,16,GUZMAN INSTITUTE OF TECHNOLOGY,0,8,6
31/12/2011,4,XAVIER UNIVERSITY- ATENEO DE CAGAYAN,0,0,4
31/12/2002,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,315,0
31/12/2011,4,XAVIER UNIVERSITY,0,0,4
31/12/1999,4,BATANGAS STATE UNIVERSITY,0,150,8
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,1,0,0
31/12/2009,5,PHILIPPINE CAMBRIDGE SCHOOL,0,0,5
31/12/2002,2,CULINARY INSTITUTE OF AMERICA,0,126,8
31/12/2002,16,DLSU - COLLEGE OF ST. BENILDE,0,177,4
31/12/1990,0,UNIVERSITY OF SAINT LOUIS - TUGUEGARAO CITY,1,19,16
31/12/2004,16,CENTRO ESCOLAR UNIVERSITY,0,73,16
31/12/2010,16,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,0,7,16
31/12/2004,16,ATENEO DE MANILA UNIVERSITY,0,133,0
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,48,4
31/12/1999,16,EAC,0,36,0
31/12/2005,2,DE LA SALLE UNIVERSITY,0,60,2
31/12/2003,16,UNIVERSITY OF SAN AGUSTÍN,1,4,16
31/12/2005,16,PHILIPPINE COLLEGE FOR CREATIVE IMAGING,0,25,0
31/12/2012,7,UNIVERSITY OF SAINT LOUIS TUGUEGARAO,1,2,7
31/12/2009,16,EMILIO AGUINALDO COLLAGE,0,2,0
31/12/2011,4,STI ORTIGAS-CAINTA,1,1,4
31/12/2001,16,AIRLINK INTERNATIONAL AVIATION SCHOOL,1,12,16
31/12/2001,1,UNIVERSITY OF THE PHILIPPINES,0,10,8
31/12/2011,16,STMTC,0,0,8
31/12/1992,0,UNIVERSITY OF PANGASINAN,1,1,16
31/12/1996,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,12,12
31/12/2011,16,BROKENSHIRE GENERAL SANTOS CITY,0,3,7
31/12/2005,1,UNIVERSITY OF MINDANAO,1,1,7
31/12/2009,16,UNIVERSITY OF THE PHILIPPINES,0,500+,16
31/12/2010,4,DEVERA INSTITUTE OF TECHNLOGY,0,122,4
31/12/2008,16,AMA UNIVERSITY,0,41,5
31/12/1998,16,PAMANTASAN NG LUNGSOD NG MAYNILA,1,1,8
31/12/1988,11,ADAMSON UNIVERSITY,0,4,16
31/12/2001,16,ST. SCHOLASTICA'S COLLEGE,0,7,16
31/12/2002,14,UNIVERSITY OF THE PHILIPPINES,0,500+,4
31/12/2011,6,SAINT LOUIS UNIVERSITY (PH),1,0,9
31/12/2008,4,FOUNDATION UNIVERSITY,1,23,4
31/12/1998,5,ATENEO DE MANILA UNIVERSITY,0,49,0
31/12/2011,4,PAMANTASAN NG LUNGSOD NG MAYNILA,0,5,4
31/12/2000,10,UNIVERSITY OF THE EAST,1,20,16
31/12/2005,16,RIVERSIDE COLLEGE,0,0,7
31/12/2013,1,CAPITOL UNIVERSITY,0,35,4
31/12/2008,16,MISAMIS UNIVERSITY,0,1,7
31/12/2003,0,ATENEO DE NAGA UNIVERSITY,0,21,0
31/12/2008,10,UNIVERSITY OF ASIA AND THE PACIFIC,0,334,10
31/12/1999,16,ATENEO DE MANILA UNIVERSITY,1,0,16
31/12/1999,6,UNIVERSITY OF THE PHILIPPINES,0,34,4
31/12/2008,6,UM DAVAO,0,6,6
31/12/2000,5,UNIVERSITY OF THE PHILIPPINES,0,64,12
31/12/1981,16,UNIVERSITY OF CEBU,0,1,16
31/12/2009,16,NOTRE DAME UNIVERSITY,0,7,10
31/12/2003,7,LICEO DE CAGAYAN UNIVERSITY,0,0,7
31/12/2001,4,UNIVERSITY OF ASIA AND THE PACIFIC,0,62,4
31/12/1974,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,8,9
31/12/2006,16,MINDANAO STATE UNIVERSITY,0,13,2
31/12/2018,16,UNIVERSITY OF THE PHILIPPINES,0,2,16
31/12/2002,4,AMA UNIVERSITY,0,9,4
31/12/2009,16,MARY OUR HELP TECHNICAL INSTITUTE FOR WOMEN (CEBU) INC.-ISO 9001:2000 ACCREDITED,0,6,1
31/12/2011,2,INFORMATICS COMPUTER INSTITUTE,0,13,2
31/12/1990,11,VIRGEN DE LOS REMEDIOS COLLEGE - OLONGAPO CITY,0,2,13
31/12/2003,16,CEBU NORMAL UNIVERSITY,0,0,16
31/12/2008,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,12,15
31/12/2012,4,ASIAN COLLEGE OF TECHNOLOGY,1,7,4
31/12/2010,16,NONE,0,1,8
31/12/2012,16,COLEGIO DELA IMMACULADA CONCEPCION DELA CONCORDIA,0,301,7
31/12/1979,16,UNIVERSITY OF THE PHILIPPINES,0,2,0
31/12/2008,16,ASIAN COLLEGE OF SCIENCE AND TECHNOLOGY,0,5,15
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,1,16
31/12/2008,16,ST. SCHOLASTICA'S COLLEGE MANILA,0,10,1
31/12/2006,4,ATENEO DE NAGA UNIVERSITY,0,18,4
31/12/1999,8,ST. PAUL UNIVERSITY QUEZON CITY,0,25,16
31/12/1976,16,UNIVERSITY OF THE PHILIPPINES INST. OF SMALL SCALE INDUSTRY,1,18,16
31/12/2010,16,INTERNATIONAL PEACE LEADERSHIP COLLEGE,1,1,5
31/12/2006,10,UNIVERSITY OF THE EAST,1,45,16
31/12/2008,2,FAR EASTERN UNIVERSITY,0,7,16
31/12/2008,16,CENTRAL PHILIPPINE UNIVERSITY,0,2,4
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,24,4
31/12/1998,16,COLLEGIO DELA PURISIMA CONCETION,0,80,16
