educations-end_date,educations-field_of_study,educations-school-name,positions-is-current,num-connections,industry-specialization
31/12/1984,16,UNIVERSITY OF THE PHILIPPINES,0,267,1
31/12/2000,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,10,16
31/12/2010,16,FAR EASTERN UNIVERSITY,0,500+,1
31/12/2010,14,UNIVERSITY OF CEBU IN LAPULAPU AND MANDAUE,1,6,16
31/12/2012,16,ATENEO DE MANILA UNIVERSITY,0,13,4
31/12/2009,4,DLSU,1,3,1
31/12/2007,16,INTERNATIONAL ACADEMY OF MANAGEMENT AND ECONOMICS,0,500+,10
31/12/2008,8,PAMANTASAN NG LUNGSOD NG MARIKINA,0,2,16
31/12/2007,4,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,60,4
31/12/2005,14,ATENEO DE MANILA UNIVERSITY,0,57,16
31/12/2006,4,ASIA PACIFIC COLLEGE,0,9,4
31/12/2012,8,PHILIPPINE WOMEN'S UNIVERSITY,0,2,5
31/12/1995,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,51,6
31/12/1995,16,UNIVERSITY OF SOUTHERN PHILIPPINES,0,21,4
31/12/1982,6,MAPUA INSTITUTE OF TECHNOLOGY,0,6,6
31/12/1995,6,UNIVERSITY OF SAN CARLOS,0,4,8
31/12/2010,2,FIRST ACADEMY OF COMPUTER ARTS,0,11,2
31/12/1984,1,UNIVERSITY OF BAGUIO,0,3,16
31/12/2010,5,UNIVERSITY OF THE PHILIPPINES DILIMAN,0,34,5
31/12/2005,4,ROOSEVELT COLLEGE MARIKINA,0,60,8
31/12/1996,16,COLEGIO DE STA. ISABEL,0,4,16
31/12/2011,16,SAN MATEO MUNICIPAL COLLEGE,1,1,5
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,1,21,2
31/12/2007,16,KALINGA APAYAO STATE COLLEGE,1,0,5
31/12/2003,2,DLSU - COLLEGE OF ST BENILDE,0,66,0
31/12/2008,4,MICC,0,0,4
31/12/1991,2,COLLEGE OF THE HOLY SPIRIT MANILA PHILIPPINES,0,4,16
31/12/2004,16,THE PHILIPPINE WOMEN'S UNIVERSITY,1,0,16
31/12/2001,1,UNIVERSITY OF THE PHILIPPINES,0,62,0
31/12/1998,7,FAR EASTERN UNIVERSITY,0,8,7
31/12/1977,16,MARYKNOLL COLLEGE QUEZON CITY,0,4,4
31/12/1988,16,SAN BEDA COLLEGE,0,24,0
31/12/2005,16,DE LA SALLE UNIVERSITY,0,48,4
31/12/2012,16,ST. JHON BOSCO SCHOOL,0,0,16
31/12/2013,1,SOUTHERN LUZON STATE UNIVERSITY,0,1,1
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,68,8
31/12/2011,4,DE LA SALLE UNIVERSITY- LIPA,0,19,4
31/12/2011,4,BALIUAG UNIVERSITY,1,8,16
31/12/2011,16,UNIVERSITY OF BAGUIO,0,1,9
31/12/2010,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,48,16
31/12/2004,16,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,1,27,16
31/12/2000,4,UNIVERSITY OF ST. LA SALLE,0,45,16
31/12/2002,16,CENTRO ESCOLAR UNIVERSITY,0,135,4
31/12/2017,14,UNIVERSITY OF THE PHILIPPINES,1,29,0
31/12/2010,4,NATIONAL COLLEGE OF SCIENCE AND TECHNOLOGY,0,24,4
31/12/1971,16,ADAMSON UNIVERSITY,0,68,15
31/12/2004,16,UNIVERSITY OF THE PHILIPPINES,1,2,0
31/12/2001,16,PHILIPPINE WOMEN'S UNIVERSITY JUNIOR MIDDLE DIVISION,0,8,0
31/12/2008,16,MINDANAO POLYTECHNIC STATE COLLEGE,0,0,4
31/12/2010,4,PANGASINAN STATE UNIVERSITY,0,27,4
31/12/1990,7,VIRGEN MILAGROSA UNIVERSITY,1,0,7
31/12/2002,16,MAPUA INSTITUTE OF TECHNOLOGY,0,1,4
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,2,16
31/12/2005,7,UNIVERSIDAD DE ZAMBOANGA,1,0,7
31/12/1983,1,BANGALORE UNIVERSITY,0,249,16
31/12/2010,4,DE LA SALLE UNIVERSITY,0,18,4
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,3,1
31/12/2013,14,UNIVERSITY OF THE PHILIPPINES,0,32,12
31/12/1998,6,UNIVERSITY OF SOUTHERN MINDANAO,0,0,16
31/12/2010,16,MINDANAO STATE UNIVERSITY,1,14,4
31/12/2010,4,UNIVERSITY OF THE PHILIPPINES,0,332,7
31/12/2004,16,NOTRE DAME OF JOLO COLLEGE,1,2,0
31/12/2007,16,MINDANAO STATE UNIVERSITY,1,2,16
31/12/2010,16,UNIVERSITY OF CEBU,1,7,16
31/12/2010,16,UNIVERSITY OF CEBU,1,0,4
31/12/1998,4,INTERFACE COMPUTER COLLEGE,0,2,16
31/12/1999,16,ASIAN INSTITUTE OF MANAGEMENT,0,152,16
31/12/1979,11,CEBU CITY HOSPITAL SCHOOL OF NURSING,0,89,15
31/12/2009,16,ATENEO DE MANILA UNIVERSITY,0,18,15
31/12/2009,0,XAVIER UNIVERSITY (PH),1,9,16
31/12/2011,4,UNIVERSITY OF THE PHILIPPINES,0,1,4
31/12/1988,7,SOUTHWESTERN UNIVERSITY (PH),1,7,0
31/12/2005,6,ADAMSON UNIVERSITY,0,10,0
31/12/1987,16,EASTERN VISAYAS STATE UNIVERSITY,0,2,9
31/12/1996,6,FEATI UNIVERSITY,1,1,16
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,5,16
31/12/2005,16,UNIVERSITY OF THE PHILIPPINES,0,84,0
31/12/2000,16,ATENEO DE DAVAO UNIVERSITY,0,1,0
31/12/2000,4,FEU - EAST ASIA COLLEGE OF IT,0,65,4
31/12/1995,16,STI DUMAGUETE CITY,0,5,16
31/12/1993,16,METRO DAGUPAN COLLEGES,1,9,16
31/12/2012,1,FOUNDATION UNIVERSITY,1,5,5
31/12/1989,16,MINDANAO STATE UNIVERSITY,0,5,0
31/12/2003,3,TESDA,0,16,16
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,14,12
31/12/2008,11,XAVIER UNIVERSITY (PH),1,0,16
31/12/2001,1,UP-NATIONAL COLLEGE OF PUBLIC ADMINISTRATION AND GOVERNANCE,0,37,16
31/12/2008,2,ACADEMY OF INTERNATIONAL CULINARY ARTS,0,46,16
31/12/2010,16,DE LA SALLE UNIVERSITY,1,5,11
31/12/2001,16,UNIVERSITY OF THE PHILIPPINES,0,81,16
31/12/1995,16,CENTRAL MINDANAO UNIVERSITY,0,12,12
31/12/1996,6,MAPUA INSTITUTE OF TECHNOLOGY,0,7,6
31/12/2008,2,BICOL UNIVERSITY,0,166,16
31/12/2005,16,BICOL UNIVERSITY,0,4,14
31/12/2006,2,DE LA SALLE UNIVERSITY,0,144,0
31/12/1995,4,TRACE COMPUTER COLLEGE,0,0,4
31/12/2005,4,LYCEUM OF BATANGAS,0,30,4
31/12/1979,16,HIRAM COLLEGE,1,3,7
31/12/1982,16,UNIVERSITY OF PANGASINAN,0,0,5
31/12/2006,6,PALAWAN STATE UNIVERSITY,0,13,16
31/12/2002,4,AMA UNIVERSITY,0,141,15
31/12/1991,16,UNCIANO PARAMEDICAL COLLEGE,0,3,7
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,1,0,4
31/12/2010,8,ARELLANO UNIVERSITY,0,11,8
31/12/2003,16,UNIVERZIDAD DE ZAMBOANGA,0,9,16
31/12/2013,16,COLEGIO DE SAN JUAN DE LETRAN- CALAMBA,0,0,1
31/12/2001,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,155,2
31/12/2005,0,PAMANTASAN NG LUNGSOD NG MAYNILA,0,2,16
31/12/2011,4,BULACAN STATE UNIVERSITY,1,1,4
31/12/2011,1,UNIVERSITY OF MINDANAO,0,53,5
31/12/2009,12,UNIVERSITY OF RIZAL SYSTEM-RIZAL STATE COLLEGE,0,1,9
31/12/2002,16,DE LA SALLE UNIVERSITY,0,117,16
31/12/2008,16,DE LA SALLE UNIVERSITY,0,60,0
31/12/2002,6,UNIVERSITY OF THE PHILIPPINES,0,60,9
31/12/2005,8,"COLLEGE OF THE HOLY SPIRIT, MENDIOLA, MANILA",0,32,0
31/12/2011,6,UNIVERSITY OF THE PHILIPPINES,0,194,16
31/12/2011,7,ATENEO GRADUATE SCHOOL OF BUSINESS,0,14,7
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES,0,29,5
31/12/2004,16,HOLY ANGEL UNIVERSITY,0,11,4
31/12/1994,16,RIZAL TECHNOLOGICAL UNIVERSITY,0,66,3
31/12/1979,16,DE LA SALLE UNIVERSITY,0,6,1
31/12/2011,6,CEBU INSTITUTE OF TECHNOLOGY-UNIVERSITY,0,4,15
31/12/1995,1,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,216,2
31/12/2013,16,DE LASALLE UNIVERSITY - DASMARIÑAS,0,208,0
31/12/2010,7,SOUTHWESTERN UNIVERSITY (PH),0,0,7
31/12/2001,6,SAINT LOUIS UNIVERSITY,0,76,16
31/12/2006,0,ATENEO DE DAVAO UNIVERSITY,0,1,0
31/12/1985,16,TUP,0,1,8
31/12/2011,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,4,16
31/12/2002,4,"UNIVERSITY OF CEBU, PHILIPPINES",0,72,8
31/12/2006,16,DE LA SALLE UNIVERSITY,0,94,16
31/12/2010,4,UNIVERSITY OF THE PHILIPPINES INFORMATION TECHNOLOGY TRAINING CENTER,1,73,4
31/12/2007,2,UNIVERSITY OF SANTO TOMAS,0,0,12
31/12/2011,8,STA. CECILIA COLLEGE,0,19,16
31/12/2010,7,UNIVERSIDAD DE STA. ISABEL,0,0,7
31/12/1996,16,UNIVERSITY OF NEGROS OCCIDENTAL-RECOLETOS,0,0,4
31/12/2002,6,UNIVERSITY OF THE PHILIPPINES,0,12,0
31/12/2013,6,UNIVERSITY OF SAN CARLOS,0,5,6
31/12/2008,16,MAPUA INSTITUTE OF TECHNOLOGY,0,144,4
31/12/2010,0,NEGROS ORIENTAL STATE UNIVERSITY,0,0,0
31/12/1998,16,UNIVERSITY OF MAKATI,0,1,16
31/12/2010,1,ATENEO CORDACCENTURE HR ACADEMY,0,164,4
31/12/1971,16,ADAMSON UNIVERSITY,0,1,16
31/12/2007,4,UNIVERSITY OF SAN CARLOS,0,161,4
31/12/2006,4,UNIVERSITY OF CEBU,1,2,2
31/12/2007,16,OPOL COMMUNITY COLLEGE,1,14,5
31/12/2005,16,ASIAN INSTITUTE FOR DISTANCE EDUCATION,0,97,10
31/12/2004,16,UNIVERSITY OF THE PHILIPPINES,1,1,8
31/12/1988,10,DE LA SALLE UNIVERSITY,1,3,16
31/12/2011,16,INFORMATICS CENTER,1,0,4
31/12/1998,6,MAPUA INSTITUTE OF TECHNOLOGY,0,16,3
31/12/2006,4,SOUTHWESTERN UNIVERSITY,0,71,4
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,42,16
31/12/2006,6,UNIVERSITY OF SAN CARLOS,1,5,6
31/12/1992,16,UNIVERSITY OF SAN CARLOS,0,4,16
31/12/1996,4,AMA COMPUTER COLLEGE,0,114,4
31/12/2011,16,KTH ROYAL INSTITUTE OF TECHNOLOGY,0,64,4
31/12/2008,4,UNIVERSITY OF NUEVA CACERES,0,28,4
31/12/1983,16,RIZAL MEMORIAL COLLEGES,1,5,0
31/12/2006,4,ATENEO DE DAVAO UNIVERSITY,0,8,4
31/12/2004,6,MAPUA INSTITUTE OF TECHNOLOGY,0,14,6
31/12/2010,14,DE LA SALLE UNIVERSITY,0,12,16
31/12/1991,6,MAPUA INSTITUTE OF TECHNOLOGY,0,8,16
31/12/2010,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,2,4
31/12/1988,10,ATENEO DE DAVAO UNIVERSITY,0,86,10
31/12/2013,0,PAMANTASAN NG NEW ERA,0,2,0
31/12/2006,16,ATENEO LAW SCHOOL,0,22,14
31/12/2005,1,"ASSUMPTION COLLEGE, SAN LORENZO VILLAGE, MAKATI CITY",0,21,16
31/12/2011,10,ATENEO DE MANILA UNIVERSITY,1,54,8
31/12/1986,1,DE LA SALLE UNIVERSITY,0,118,3
31/12/1999,4,SAINT LOUIS UNIVERSITY (PH),0,155,16
31/12/2007,16,UNIVERSITY OF SAINT LOUIS,0,259,0
31/12/2005,16,DE LA SALLE UNIVERSITY,0,35,4
31/12/2010,4,UNIVERSITY OF THE PHILIPPINES,0,33,16
31/12/2009,16,UNIVERSITY OF CEBU,1,0,16
31/12/2001,16,"ST. THERESA'S COLLEGE, CEBU",0,8,2
31/12/2014,14,UNIVERSITY OF THE PHILIPPINES,0,183,4
31/12/2000,16,BICOL UNIVERSITY,1,1,15
31/12/1985,16,"UNIVERSITY OF THE PHILIPPINES, DILIMAN , QUEZON CITY",1,1,16
31/12/2001,4,CEBU INSTITUTE OF TECHNOLOGY,0,30,4
31/12/2000,6,UNIVERSITY OF SAN CARLOS,0,69,16
31/12/2011,14,SOUTHWESTERN UNIVERSITY (PH),0,5,14
31/12/1991,16,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,1,1,16
31/12/2010,6,UNIVERSITY OF CEBU,0,34,6
31/12/1998,2,UNIVERSITY OF SAN CARLOS,1,26,2
31/12/2010,4,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,0,1,4
31/12/2004,16,UNIVERSITY OF SAN CARLOS,1,23,16
31/12/2009,16,UNIVERSITY OF THE PHILIPPINES,0,113,4
31/12/2007,5,CEBU STATE COLLEGE OF SCIENCE AND TECHNOLOGY,0,36,16
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,59,16
31/12/2007,16,CEBU DOCTORS' UNIVERSITY,0,3,7
31/12/1997,4,ASIAN COLLEGE OF TECHNOLOGY,0,160,4
31/12/2002,0,UNIVERSITY OF MINDANAO,0,5,0
31/12/2011,16,NATIONAL UNIVERSITY OF SINGAPORE / NUS,0,34,5
31/12/2001,16,DE LA SALLE UNIVERSITY,0,1,5
31/12/2011,4,UNIVERSITY OF THE PHILIPPINES,0,103,4
31/12/2007,6,CEBU INSTITUTE OF TECHNOLOGY,0,2,16
31/12/2013,1,ST PAUL UNIVERSITY PHILIPPINES,0,0,7
31/12/2005,16,DLS-CSB,0,232,1
31/12/2008,14,UNIVERSITY OF THE PHILIPPINES,0,15,14
31/12/2008,16,FAR EASTERN UNIVERSITY,0,500+,16
31/12/2001,16,CENTRAL VISAYAS POLYTECHNIC COLLEGE (PRESENTLY NORSU),0,48,3
31/12/2006,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES - VISAYAS,0,203,4
31/12/1980,0,UNIVERSITY OF THE PHILIPPINES,0,37,0
31/12/2006,16,DE LA SALLE UNIVERSITY,0,96,4
31/12/1976,0,UNIVERSITY OF THE EAST,0,15,16
31/12/1997,4,SAINT LOUIS UNIVERSITY (PH),0,72,4
31/12/2007,16,OLIVAREZ COLLEGE,0,4,5
31/12/2007,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,40,15
31/12/2005,16,INSTITUTE FOR HOUSING & URBAN DEVELOPMENT STUDIES,1,22,15
31/12/2005,2,AMA UNIVERSITY,0,2,16
31/12/1997,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,75,9
31/12/2007,4,UNIVERSITY OF THE CORDILLERAS,0,17,4
31/12/2004,16,UNIVERSITY OF THE EAST,0,3,16
31/12/2004,16,TARLAC STATE UNIVERSITY,0,3,6
31/12/2013,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,196,16
31/12/1997,16,MAPUA INSTITUTE OF TECHNOLOGY,0,83,4
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES-DILIMAN,1,1,5
31/12/1994,7,CENTRAL LUZÓN DOCTOR'S HOSPITAL EDUCATIONAL INSTITUTION,0,1,9
31/12/1990,16,UNIVERSITY OF THE PHILIPPINES,0,38,2
31/12/2007,14,LYCEUM OF THE PHILIPPINES COLLEGE OF LAW,1,417,4
31/12/1994,16,UNIVERSITY OF THE PHILIPPINES,0,50,16
31/12/2005,7,CEBU INSTITUTE OF MEDICINE,0,23,7
31/12/1989,16,ATENEO DE MANILA UNIVERSITY,1,34,5
31/12/2008,4,MARIANO MARCOS STATE UNIVERSITY,0,170,4
31/12/1994,16,JOHN B. LACSON FOUNDATION MARITIME UNIVERSITY,0,32,2
31/12/2012,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,120,6
31/12/2007,16,NEGROS ORIENTAL STATE UNIVERSITY,1,1,16
31/12/2004,14,LICEO DE CAGAYAN UNIVERSITY,1,1,7
31/12/2012,16,DE LA SALLE-COLLEGE OF SAINT BENILDE,0,1,16
31/12/2004,2,SAINT PAUL UNIVERSITY,1,5,8
31/12/2010,3,UNIVERSITY OF THE PHILIPPINES,0,257,16
31/12/1995,16,DE LA SALLE UNIVERSITY,0,2,16
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,55,4
31/12/2009,16,WMSU,1,0,10
31/12/2009,0,UNIVERSITY OF THE CORDILLERAS,0,1,0
31/12/2012,16,ATENEO GRADUATE SCHOOL OF BUSINESS,0,87,0
31/12/2004,16,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,1,9
31/12/2000,6,MAPUA INSTITUTE OF TECHNOLOGY,0,1,16
31/12/1975,16,THE UNIVERSITY OF CONNECTICUT,0,6,16
31/12/1987,6,NATIONAL UNIVERSITY,0,18,6
31/12/1995,16,UNIVERSITY OF SANTO TOMAS,0,125,8
31/12/2005,4,ADAMSON UNIVERSITY,0,50,16
31/12/2008,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,8,0
31/12/1996,16,MARIKINA POLYTECHNIC COLLEGE,1,0,16
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES,0,4,16
31/12/2007,4,"EULOGIO ""AMANG"" RODRIGUEZ INSTITUTE OF SCIENCE AND TECHNOLOGY - CAVITE CAMPUS",0,0,0
31/12/2010,4,CATANDUANES STATE COLLEGES,0,29,4
31/12/2011,10,UNION CHRISTIAN COLLEGE,0,1,10
31/12/2013,14,UNIVERSITY OF THE PHILIPPINES,0,42,0
31/12/2001,16,WESTERN MINDANAO STATE UNIVERSITY,0,35,16
31/12/2002,16,国際大学 / INTERNATIONAL UNIVERSITY OF JAPAN,0,150,16
31/12/2012,5,UNIVERSITY OF THE CORDILLERAS,1,6,5
31/12/1991,1,PERPETUAL HELP COLLEGE OF RIZAL (DALTA),1,0,16
31/12/2010,16,ATENEO DE MANILA UNIVERSITY,1,10,5
31/12/1997,6,PHILIPPINE MERCHANT MARINE ACADEMY,0,21,16
31/12/2014,16,LORMA COLLEGES,1,1,4
31/12/2000,14,ATENEO DE MANILA UNIVERSITY,1,41,16
31/12/2010,4,STI COLLEGE-ORMOC,0,3,4
31/12/1997,1,DE LA SALLE UNIVERSITY - COLLEGE OF ST. BENILDE,1,3,4
31/12/2009,16,UNIVERSITY OF THE PHILIPPINES-DILIMAN,0,28,4
31/12/2006,16,CAMARINES SUR STATE AGRICULTURAL COLLEGE,0,30,16
31/12/2006,4,"EULOGIO ""AMANG"" RODRIGUEZ INSTITUTE OF SCIENCE AND TECHNOLOGY",0,0,16
31/12/2004,4,"ST. PAUL UNIVERSITY-DUMAGUETE CITY, PHILS.",1,0,4
31/12/1978,11,MAPUA INSTITUTE OF TECHNOLOGY,0,64,8
31/12/1991,4,ST. LOUIS UNIVERSITY,0,19,4
31/12/2003,6,RIZAL TECHNOLOGICAL UNIVERSITY,0,11,7
31/12/2001,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,0,16
31/12/1983,16,UNIVERSITY OF THE PHILIPPINES,0,21,16
31/12/2007,6,UNIVERSITY OF SAN CARLOS,1,1,16
31/12/1995,16,SAN SEBASTIAN COLLEGE RECOLETOS,0,284,15
31/12/2005,1,BULACAN STATE UNIVERSITY,1,13,14
31/12/2006,2,UNIVERSITY OF SANTO TOMAS,0,167,10
31/12/2010,7,FIRST ASIA INSTITUTE OF TECHNOLOGY AND HUMANITIES,1,1,7
31/12/1995,16,ATENEO DE MANILA UNIVERSITY,0,198,16
31/12/2006,7,UNIVERSITY OF THE PHILIPPINES,0,49,7
31/12/2004,16,CAGAYAN DE ORO COLLEGE,0,18,4
31/12/1999,4,UNIVERSITY OF THE PHILIPPINES,1,0,16
31/12/2009,16,UNIVERSITY OF THE PHILIPPINES,0,31,0
31/12/2007,16,UNIVERSITY OF THE PHILIPPINES,0,44,10
31/12/2007,16,DE LA SALLE UNIVERSITY,0,49,16
31/12/2007,4,DE LA SALLE - COLLEGE OF ST. BENILDE,0,73,4
31/12/2005,6,ATENEO DE MANILA UNIVERSITY,0,222,4
31/12/2009,16,DE LA SALLE UNIVERSITY,1,9,4
31/12/2006,16,LICEO DE CAGAYAN UNIVERSITY,0,8,7
31/12/1988,16,UNIVERSITY OF SANTO TOMAS,1,0,7
31/12/2008,0,COLEGIO DE DAGUPAN,0,47,16
31/12/2004,4,DEVELOPMENT FOR ADVANCE TECHNOLOGY ACHIEVEMENT (DATA),0,99,4
31/12/2003,0,UNIVERSITY OF NUEVA CACERES,0,1,0
31/12/1963,16,UNIVERSITY OF THE EAST,0,1,14
31/12/1998,16,UNIVERSITY OF SANTO TOMAS,1,3,4
31/12/2010,6,MAPUA INSTITUTE OF TECHNOLOGY,0,23,9
31/12/1997,6,MAPUA INSTITUTE OF TECHNOLOGY,1,12,9
31/12/1988,7,UNIVERSITY OF PERPETUAL HELP - FOUNDATION FOR MEDICINE AND HEALTH SCIENCES,0,0,7
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,30,5
31/12/1997,4,DE LA SALLE UNIVERSITY,1,79,4
31/12/2000,16,UNIVERSITY OF THE PHILIPPINES,0,4,16
31/12/2001,16,UNIVERSITY OF SANTO TOMAS,0,238,2
31/12/2013,16,UNIVERSITY OF THE PHILIPPINES,0,177,6
31/12/2005,1,"UNIVERSITY OF WALES, CARDIFF",0,148,16
31/12/2006,6,PAMANTASAN NG LUNGSOD NG MAYNILA,0,249,4
31/12/2008,16,SAINT LOUIS UNIVERSITY (PH),0,1,16
31/12/2007,0,SAINT LOUIS UNIVERSITY (PH),1,8,0
31/12/2011,10,FAR EASTERN UNIVERSITY,0,1,16
31/12/2007,16,UNIVERSITY OF MAKATI,1,2,16
31/12/2013,2,UNIVERSITY OF THE PHILIPPINES,0,8,2
31/12/2013,16,CAP COLLEGE FOUNDATION INC.,0,3,4
31/12/2006,6,CENTRAL PHILIPPINE UNIVERSITY,1,0,16
31/12/2011,16,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,32,10
31/12/2015,16,DE LA SALLE UNIVERSITY,0,15,4
31/12/2010,4,MAPUA INSTITUTE OF TECHNOLOGY,0,29,4
31/12/2009,16,PAMANTASAN NG LUNGSOD NG MUNTINLUPA,1,3,14
31/12/2011,16,THE PHILIPPINE WOMEN'S UNIVERSITY,1,34,5
31/12/2004,14,ATENEO DE MANILA UNIVERSITY,0,44,16
31/12/2009,14,UNIVERSITY OF THE PHILIPPINES,0,121,14
31/12/2004,16,SILLIMAN UNIVERSITY,0,7,0
31/12/1983,0,SAINT LOUIS UNIVERSITY,1,0,0
31/12/2007,16,DE LA SALLE UNIVERSITY,1,330,15
31/12/2009,4,STI COLLEGE TACLOBAN,0,3,5
31/12/2006,4,CITY OF MALABON UNIVERSITY,0,9,2
31/12/1989,7,UNIVERSITY OF SANTO TOMAS,1,20,7
31/12/2004,1,UNIVERSITY OF THE PHILIPPINES,0,180,16
31/12/2006,16,UNIVERSITY OF SANTO TOMAS,0,286,4
31/12/2007,16,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,0,7,4
31/12/2011,16,AQUINAS UNIVERSITY,0,14,7
31/12/2009,10,UNIVERSITY OF THE PHILIPPINES,1,8,16
31/12/2012,16,FAR EASTERN UNIVERSITY,0,4,7
31/12/2003,1,UNIVERSITY OF SAN JOSE - RECOLETOS,1,0,16
31/12/2004,6,DLSU - DASMARINAS,0,4,9
31/12/2007,0,ATENEO DE DAVAO UNIVERSITY,0,8,7
31/12/2014,2,FAR EASTERN UNIVERSITY,0,4,10
31/12/2008,16,UNIVERSITY OF SAN CARLOS,0,26,16
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,1,110,1
31/12/2010,9,SILLIMAN UNIVERSITY,0,105,10
31/12/2001,16,ATENEO GRADUATE SCHOOL OF BUSINESS,1,500+,16
31/12/2008,0,UNIVERSITY OF SAN JOSE - RECOLETOS,0,21,0
31/12/1986,6,COLLEGIO DE SAN JOSE RECOLETOS,0,4,16
31/12/1995,0,BAGUIO COLLEGES FOUNDATION,1,0,0
31/12/1993,16,UNIVERSITY OF THE PHILIPPINES,0,0,10
31/12/2012,1,DE LA SALLE-COLLEGE OF SAINT BENILDE,1,26,1
31/12/1995,4,AMA COMPUTER COLLEGE,0,204,4
31/12/1991,16,UNIVERSITY OF SAN CARLOS,0,8,0
31/12/2011,0,INTERNATIONAL ACADEMY OF MANAGEMENT AND ECONOMICS,0,0,0
31/12/2010,16,"KOLPING SOCIETY PHILIPPINES, INC.",0,0,12
31/12/2010,4,ATENEO DE MANILA UNIVERSITY,1,19,4
31/12/2010,4,DATAMEX,0,6,2
31/12/2007,6,ATENEO DE NAGA UNIVERSITY,0,11,4
31/12/2001,16,MARIKINA INSTITUTE OF SCIENCE AND TECHNOLOGY,0,0,3
31/12/2000,0,DIVINE WORD COLLEGE OF LEGAZPI,1,34,0
31/12/2011,16,BICOL UNIVERSITY,1,0,2
31/12/2008,16,UNIVERSITY OF THE IMMACULATE CONCEPTION,1,13,3
31/12/2014,4,AMA UNIVERSITY,0,8,4
31/12/2008,16,CENTRAL PHILIPPINE UNIVERSITY,0,0,16
31/12/2009,16,PALAWAN STATE UNIVERSITY,0,5,12
31/12/2005,2,UNIVERSITY OF THE PHILIPPINES,0,12,2
31/12/1987,6,STANFORD UNIVERSITY,0,124,4
31/12/2011,16,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,0,14
31/12/2003,16,UNIVERSITY OF SANTO TOMAS,1,2,7
31/12/2010,16,MINDANAO STATE UNIVERSITY,0,14,14
31/12/2003,6,MINDANAO STATE UNIVERSITY-GENSAN,0,3,16
31/12/2013,16,NORTHWESTERN UNIVERSITY,0,28,5
31/12/1974,16,UNIVERSITY OF IOWA,0,500+,16
31/12/2008,6,BATANGAS STATE UNIVERSITY,0,31,4
31/12/2012,2,COLEGIO DE SAN JUAN DE LETRAN,0,13,2
31/12/2004,6,DE LA SALLE UNIVERSITY,0,35,4
31/12/2010,16,SAN BEDA COLLEGE,0,46,2
31/12/2004,14,ATENEO DE MANILA UNIVERSITY,1,13,14
31/12/1991,16,MAKATI COLLEGE,1,26,16
31/12/2001,16,FAR EASTERN UNIVERSITY,0,7,0
31/12/1986,6,UNIVERSITY OF SAN JOSE - RECOLETOS,0,40,16
31/12/2007,6,UNIVERSITY OF LA SALETTE,1,28,6
31/12/2011,2,PHILIPPINE MEDIATION CENTER,0,245,14
31/12/2011,16,DE LA SALLE UNIVERSITY,1,7,11
31/12/2010,2,ASSUMPTION COLLEGE SAN LORENZO,0,82,2
31/12/1988,0,THE UNIVERSITY OF DALLAS,0,187,16
31/12/2005,6,ATENEO DE MANILA UNIVERSITY,1,10,4
31/12/1986,0,NOTRE DAME UNIVERSITY,1,0,8
31/12/2001,16,UNIVERSITY OF SAN CARLOS,0,6,16
31/12/1998,4,PAMANTASAN NG LUNGSOD NG MAYNILA (PLM) INTRAMUROS,0,116,4
